inclusive	56	65	Easter occurs on a Sunday between March 22 and April 25 inclusive.
ok	53	55	In 2018 another 10 very small moons were discovered  ok   Structure  Jupiter is the biggest planet in the Solar System with a diameter of 142,984km.
even	30	34	It is larger in diameter than even Mercury.
in	11	13	They sleep in all the places in Scotland.
theorist	52	60	Mathematics itself is considered a language by many theorist.
human	27	32	Language is the normal way human communicate.nameOxford Only human use language, though other animals communicate through other means.
also	6	10	It is also called recreation since it is for re-creating the self with play.
on	98	100	This may or may not be true of all possible forms of life in the Universe: it is true of all life on is pie?
take	7	11	If you take break these rules you may receive punishment or pay a penalty.
very	53	57	Islamic law is often criticised because it often has very harsh penalties for crimes.
then	74	78	In 1760 BC King Hammurabi, took ancient Babylon law and organized it, and then had it chiseled in stone for the public to see in the marketplace.
language	6	14	Latin language
located	18	25	The provinces are located in the south of Canada, and the territories are in the north, where fewer people live.
located	25	32	The city of Las Vegas is located in downtown Las Vegas.
the	24	27	Different calendars add the an extra month in different ways.
rather	14	20	But a year is rather a common year if it can be evenly divided by 100 but not by 400.
books	39	44	With a library card, people can borrow books and take them home for several week.
person	97	103	One can learn so much by reading books authored by eminent writers and thus become knowledgeable person.
and	181	184	AnhuiFujianGansu    GuangdongGuizhouHainanHebeiHeilonjiangHenanHubeiHunanJilinJiangsuJiangxiLiaoningQinghaiShaanxiShandongShanxiSichuanYunnanZhejiang  Most people in mainland China and consider Taiwan a province of PRC.
currently	10	19	Taiwan is currently an island known as Republic of China Republic of China (Taiwan).
here	109	113	2005 - 07/07 Bombings - 52 die and over 700 injured2012 - The Olympic Games will take place for a third time here.
will	32	36	2012 - The Summer Olympic Games will take place in London for a third time.
was	3	6	It was won by England.
soilders	52	60	comnameMastercard  London was founded by the Romans soilders  in AD 43 and called Londinium.
meme	5	9	Then meme, step by step, the villages joined together into one huge city.
city	39	43	However, it did not become the capital city of England until the 12th century.
the	17	20	Tourism employed the about 350,000 full-time workers in London in 2003.
abbreviation	19	31	The capital letter abbreviation "L" is preferred by some people as the small "l" can look like the number one "1".
clearly	33	40	However, creating mathematics is clearly a human science.
of	40	42	changeIn mathematics, people also study of how quantity, structure and place change or evolve.
also	6	10	It is also the study of set and 'connections between sets'.
also	23	27	Mathematics (sometimes also shortened as "maths" or "math"), is the study of number, shape and pattern.
pen	31	34	Mathematics uses logic, paper, pen and calculator.
that	23	27	A proof gives a reason that why a rule in mathematics is correct.
other	30	35	This is done by using certain other rules that everyone agrees are correct, which are called axioms.
deceiving	17	26	Some examples of deceiving math problems are addition, subtraction, multiplication, division, calculus, fractions and decimals.
both	3	7	In both leap years and years immediately after that, May starts on the same day of the week as February of the previous year.
special	51	58	Music is the art of making sound by human voice or special musical instrument like violin, oboe, trumpet, drum and so on.
different	15	24	There are many different kinds of music.
organized	9	18	Music is organized sound.
probably	83	91	Some percussion instrument such as drum do not seem to have a pitch, although they probably do if you listen carefully.
great	29	34	In music, it was the time of great composers like Haydn, Wolfgang Amadeus Mozart, and Ludwig van Beethoven.
that	31	35	There was also plenty of music that not written for the church, such as happy dance music and romantic love songs.
famous	31	37	They can go to concert to hear famous musicians perform.
loud	9	13	Music is loud sound that has been organized by using rhythm, melody or harmony.
language	36	44	The word music comes from the Greek language word μουσική (mousike), which means "(art) of the Muses".
the	72	75	A different approach is to list the qualities music must have, such as, the sound which has rhythm, melody, pitch, timbre, etc.
spoon	18	23	It is the largest spoon city of Spain and, at 655m (2,100ft) above sea level, it is the highest capital of any Europe country.
had	20	23	When General Franco had died and democracy was restored, Madrid became more prosperous.
famous	6	12	Other famous sights   There are many other sights to see in Madrid.
overall	77	84	It is the largest city in the province of Quebec and the second-largest city overall in Canada.
located	22	29	Geography Montreal is located in the southwest of Quebec, 530 kilometres north of New York City.
nut	42	45	Category:Foods  de:Macadamia en:Macadamia nut fr:Noyer du Queensland pt:Macadâmia fi:Australianpähkinä
delicate	9	17	It has a delicate flavor that many people like very much.
